Title,Artist,ReleaseDate,Info,MetaScore,UserScore,Cover
Barbara,We Are Scientists,"June 15, 2010",The latest album for the indie rock band We Are Scientists is its first with ex-Razorlight drummer Andy Burrows.,64,8.4,https://static.metacritic.com/images/products/music/6/2871c227949a3d9edf0212254ad45883-98.jpg
La Costa Perdida,Camper Van Beethoven,"January 22, 2013",The first album in eight years for the alternative rock band was self-produced and influenced by their California roots.,64,7.3,https://static.metacritic.com/images/products/music/4/8e0a6ebc4066e1b0a9fba3228463cca0-98.jpg
Como te Llama,"Albert Hammond, Jr.","July 8, 2008",The sophomore release for the Strokes guitarist was recorded in five weeks.,64,8.3,https://static.metacritic.com/images/products/music/8/c59917010d1c7cf5e174d82bdddd39b2-98.jpg
Paper Gods,Duran Duran,"September 11, 2015","The 14th full-length studio release for the British pop rock band features guest appearances from Jonas Bjerre, John Frusciante, Kiesza, Lindsay Lohan, Janelle Monáe, Mr Hudson, and Nile Rodgers.",64,7.9,https://static.metacritic.com/images/products/music/8/a2fdc2d523df4c530b506fdf9a01bf18-98.jpg
The Bronx III,The Bronx,"November 11, 2008",This is the third album for the Los Angeles punk rock band.,64,8.0,https://static.metacritic.com/images/products/music/1/bbcede7b0c7d09e7f62b9e8528d1ef63-98.jpg
Welcome to the Fishbowl,Kenny Chesney,"June 19, 2012",Tim McGraw and Grace Potter guest on the 15th studio album from the country singer.,64,7.5,https://static.metacritic.com/images/products/music/2/a44b90b57d13a381d61719e836aee141-98.jpg
Black Rainbows,Brett Anderson,"October 4, 2011",The fourth solo album for the former frontman of Suede was coproduced with Leo Abrahams.,64,8.5,https://static.metacritic.com/images/products/music/8/3b5ac8174bbc0386bbfc8cf626bc4e77-98.jpg
Hello Everything,Squarepusher,"October 17, 2006","This is Tom Jenkinson's first new album in two years, and the English electronica artist's tenth disc overall.",64,8.6,https://static.metacritic.com/images/products/music/3/183c4a39d09a65ce911f5da05bf4e44f-98.jpg
Myself in the Way,Turnover,"November 4, 2022",The fifth full-length release for the Virginia rock band was recorded with Will Yip over two sessions.,64,8.2,https://static.metacritic.com/images/products/music/7/02cbf9b03831528e7e80a3b2429aeb5a-98.jpg
SPARK,Whitney,"September 16, 2022","The latest full-length release for Chicago duo Whitney was written in Portland, Oregon and features production from John Congleton and Brad Cook",64,7.8,https://static.metacritic.com/images/products/music/5/7af7669936f82340b08f53327337cdc1-98.jpg
Minnesota,Mason Jennings,"September 13, 2011",The latest album for the Hawaii-born singer-songwriter was self-produced.,64,6.9,https://static.metacritic.com/images/products/music/7/24f43246d6dc5f65d6ece07f289367fc-98.jpg
Portamento,The Drums,"September 13, 2011",The Brooklyn indie poppers releases its sophomore album.,64,8.5,https://static.metacritic.com/images/products/music/8/4f926c26456de98c63e6880d913acfbc-98.jpg
Lights Out,Big Deal,"January 24, 2012",The debut album for the duo of American-born Kacey Underwood and London-native Alice Costelloe was coproduced with Dean Reid.,64,7.4,https://static.metacritic.com/images/products/music/8/86fca675bfd90cf64a042c6e6f9d329b-98.jpg
Starting from Nowhere,Heidecker & Wood,"March 15, 2011","This is the debut release for Tim Heidecker and Davin Wood, who work together on the TV show Tim and Eric Awesome Show, Great Job!",64,7.0,https://static.metacritic.com/images/products/music/0/78c4214329016334cb435da0f4ac33ed-98.jpg
All Night Long,Buckcherry,"August 3, 2010",The fifth album from this Los Angeles-based band is filled with straightforward rock-and-roll anthems.,64,8.7,https://static.metacritic.com/images/products/music/7/353a1a0bbfa7747ff68cfd828043517e-98.jpg
Take My Breath Away,Gui Boratto,"March 3, 2009",The second album on Kompakt for the Brazilian electronic music artist/producer.,64,8.0,https://static.metacritic.com/images/products/music/2/2a17f019e35fb7354d078507ef837adc-98.jpg
Closer,Better Than Ezra,"August 7, 2001","This is the fourth album for the New Orleans-based trio. It is their first release on indie Beyond Music, after being dropped by Elektra for disappointing sales.",64,7.4,https://static.metacritic.com/images/products/music/0/23a4b368fb29a23622fd4a816f9752ef-98.jpg
The Saga Continues,Wu-Tang,"October 13, 2017","Not an official Wu-Tang Clan album (thus the shorten name), the release produced by Mathematics does feature many of its members with guest appearances by Cappadonna, Ghostface Killah, Hue Hef, Inspektah Deck, Mzee Jones, Killa Priest, Steven Latorre, Masta Killa, Method Man, R-Mean, Raekwon, Redman, RZA, Sean Price, Streetlife, and Swnkah.",64,8.3,https://static.metacritic.com/images/products/music/2/db415a6e1b4f8d1db84dec30ce297674-98.jpg
Hot Hot Heat,Hot Hot Heat,"June 24, 2016",The final release for the Vancouver band is its first in six years and features songs written between 2011 and 2014.,64,7.3,https://static.metacritic.com/images/products/music/4/522fd335dd0b01f2e0961df789c3b269-98.jpg
City Of Refuge,Castanets,"October 7, 2008","The fourth album for the indie rock band features guest appearances by Jana Hunter, Sufjan Stevens, Dawn Smithson, Scot Tuma, and Ero Gray.",64,8.7,https://static.metacritic.com/images/products/music/7/892c2ae1f3ac16bd3ec7d4b051f8fec3-98.jpg
"The Road, Pt. 2: Lost Highway",UNKLE,"March 29, 2019","The second of a planned trilogy of concept albums from the British electronic group led by James Lavelle features guest appearances from Dhani Harrison, Keaton Henson, Mick Jones, Mark Lanegan, Wil Malone, Miink, Liela Moss, Elliott Power, Philip Sheppard, and the Editors' Tom Smith.",64,8.4,https://static.metacritic.com/images/products/music/3/ad4db0fd5ed9d224f322fedb6cd8846c-98.jpg
Ultraista,Ultraista,"October 2, 2012","Nigel Godrich, producer to Beck and Radiohead, heads up this debut release with Laura Bettinson, and Joey Waronker. ",64,7.1,https://static.metacritic.com/images/products/music/3/83e3a5f31335476e227feed4bf895f60-98.jpg
History of Modern,Orchestral Manoeuvres in the Dark,"September 28, 2010","The first album in 14 years for the Liverpool, England, musicians who are best known in the US for the song If You Leave from the movie Pretty in Pink.",64,7.2,https://static.metacritic.com/images/products/music/0/3a8ee0f60eda65bedaaaa039e9b989b8-98.jpg
Thunderheist,Thunderheist,"March 31, 2009",The duo of producer Grahm Zilla and rapper/singer Isis releases their debut full-length album together.,64,7.5,https://static.metacritic.com/images/products/music/2/a40c1aad351de0e87ceeb017c85dd245-98.jpg
The Amazons,The Amazons,"May 26, 2017",The debut full-length release for the British indie rock band led by Matt Thomson was produced by Catherine Marks.,64,8.6,https://static.metacritic.com/images/products/music/9/ef46a02d51b4ca08aa289d7558816e9b-98.jpg
City of Vultures,Rise to Remain,"January 24, 2012","This is the debut album for the British metal band led by Austin Dickinson, the son of Iron Maiden's Bruce Dickinson.",64,8.7,https://static.metacritic.com/images/products/music/0/4db14783915aa0b9a476cb7d94e810e5-98.jpg
9th Ward Pickin' Parlor,Shawn Mullins,"February 14, 2006","Recorded in New Orleans prior to Hurricane Katrina, this diverse set finds the singer-songwriter dabbling in everything from gospel to country, and folk to blues-rock.",64,8.3,https://static.metacritic.com/images/products/music/7/cff5d73d65f5970534e0e31ccced34bd-98.jpg
Brain Thrust Mastery,We Are Scientists,"May 13, 2008","The California-based indie rock band, which has had more luck in the UK, releases its latest album.",64,8.1,https://static.metacritic.com/images/products/music/8/6a649aa52644dc6520817d0dee721402-98.jpg
Conditions of My Parole,Puscifer,"October 18, 2011",The second studio album for the Maynard James Keenan project was recorded in Arizona.,64,7.8,https://static.metacritic.com/images/products/music/0/2151293af4433ccb3355ad9f6a2af368-98.jpg
Permalight,Rogue Wave,"March 2, 2010","Formed in Oakland, California by Zach Schwartz, the indie rock band releases its fourth full-length album and its first with Cameron Jasper who replaced Patrick Abernethy (who took over for Evan Farrell when he left the band in 2007) on bass.",64,8.3,https://static.metacritic.com/images/products/music/5/d02c92e73c3c8031fa1bb95aa2fa143c-98.jpg
The Believer,Rhett Miller,"February 28, 2006",The second solo disc from the Old 97s frontman includes contributions from Rachael Yamagata and Jon Brion.,64,7.2,https://static.metacritic.com/images/products/music/5/d3392349a512ca7492b91ef468c37dff-98.jpg
The  Big Dream,David Lynch,"July 16, 2013","The second full-length solo release from the film director includes a cover of Bob Dylan's ""The Ballad of Hollis Brown and a guest appearance from Lykke Li.",64,8.5,https://static.metacritic.com/images/products/music/2/988becd38b6dca6fd9d1a87d80d93c5f-98.jpg
Graffiti on the Train,Stereophonics,"March 4, 2013",The eighth studio release for the Welsh indie rock band was co-produced with Jim Lowe.,64,8.1,https://static.metacritic.com/images/products/music/9/7f4118e36bff4085d649c6e7254f6d67-98.jpg
In the Cool of the Day,Daniel Martin Moore,"January 18, 2011",Daniel Martin Moore's latest solo album includes a selection of songs influenced by classic gospel.,64,7.7,https://static.metacritic.com/images/products/music/1/0e0ac773d152c4bc96a506349c553241-98.jpg
Where Were You When It Happened?,Monotonix,"September 8, 2009",This is the debut full-length album for the Israeli rock band.,64,8.2,https://static.metacritic.com/images/products/music/6/7f690b1153cc280b54027ff894a47a1c-98.jpg
Church Gone Wild / Chirpin Hard,Hella,"March 22, 2005","The Sacramento, Calif. noise-rock duo of Spencer Seim and Zach Hill each claim a disc to themselves on this 2-CD third album.",64,6.8,https://static.metacritic.com/images/products/music/6/85faddf976881c0f90a6bfba5dd7b465-98.jpg
Beautiful Future,Primal Scream,"July 21, 2008",The latest album from the alt rock group from Scotland was produced in part by Bjorn Yttling.,64,5.1,https://static.metacritic.com/images/products/music/9/ad2d942fc98b6e2a13f236fd0932a72f-98.jpg
On The Outside,Starsailor,"August 22, 2006",Rob Schnapf produced album number three for the James Walsh-led band.,64,7.9,https://static.metacritic.com/images/products/music/7/af6b81eeac83133d50118e327e5edc25-98.jpg
Yucca,Milk Maid,"July 19, 2011",Black Alp's bassist Martin Cohen delivers his solo debut of pop music.,64,8.0,https://static.metacritic.com/images/products/music/5/6d9b5cedf540b71b775d0ede0a6850db-98.jpg
Towards,We Were Evergreen,"May 5, 2014","This is the full-length release for the French indie experimental pop trio of Fabienne Débarre, Michael Liot, and William Serfass.",64,8.4,https://static.metacritic.com/images/products/music/1/1486a0d036fe9d493df895d934726543-98.jpg
Savages,Soulfly,"September 30, 2013","The ninth studio release for the metal band led by Max Cavalera is the first with his son Zyon on drums and includes guest appearances from  Clutch's Neil Fallon, I Declare War's Jamie Hanks, and Napalm Death's Mitch Harris.",64,6.8,https://static.metacritic.com/images/products/music/8/0e3f892846995a45b9c4211c60f73142-98.jpg
Rip This,Bass Drum of Death,"October 7, 2014",The third full-length release for the duo of John Barrett and Len Clark was produced by Jacob Portrait.,64,7.9,https://static.metacritic.com/images/products/music/5/a3b7e4001890a8693fb2dcadba3dd290-98.jpg
In Love And Death,The Used,"September 28, 2004",This is the third album for the Utah emo-rockers.,64,7.5,https://static.metacritic.com/images/products/music/8/433945c4bd2a9104ef5a8bdd210d98ed-98.jpg
Sleeping With Ghosts,Placebo,"April 1, 2003",The UK glam-punk band returns with their fourth album.,64,7.3,https://static.metacritic.com/images/products/music/2/f5eedefa865ecb8ae228185e93e7e171-98.jpg
Velocity of Sound,The Apples In Stereo,"October 8, 2002",This is the Denver indie-pop band's first new album since 2000's 'The Discovery of a World Inside the Moone.',64,8.0,https://static.metacritic.com/images/products/music/2/215448d0b4cb33fc7798fae1caecb3ad-98.jpg
Seeing Sounds,N.E.R.D,"June 10, 2008","This is the third album for the trio of Pharrell Williams, Chad Hugo, and Shae Haley.",64,8.6,https://static.metacritic.com/images/products/music/8/52cd28245e29d614eb7e72a7fddccba8-98.jpg
"They Were Wrong, So We Drowned",Liars,"February 24, 2004","The New York punk outfit moves even further away from the mainstream on this sophomore effort (a concept album about witch trials), which also sees them with a new rhythm section.",64,7.2,https://static.metacritic.com/images/products/music/7/48d11b3b941e68f6d714869882b7783a-98.jpg
Don't Believe The Truth,Oasis,"May 31, 2005","Liam and Noel's sixth album is preceded by the single ""Lyla."" 'Truth,' produced by Dave Sardy, represents the band's second attempt at recording this album; original sessions recorded with Death In Vegas in 2003 were scrapped.",64,8.2,https://static.metacritic.com/images/products/music/1/2a7c1b546bc50d2c0825b7a221556756-98.jpg
Banjo or Freakout,Banjo or Freakout,"February 22, 2011","The London-based producer, Alessio Natalizia’s project is dreamy and symphonic, with trip hop style drum beats and chill-out grooves.",64,5.4,https://static.metacritic.com/images/products/music/2/5c66de842d8c4180de41128a8af232d3-98.jpg
Head Carrier,Pixies,"September 30, 2016",The sixth full-length release for the alternative rock band was produced by Tom Dalgety and is its first with bassist Paz Lenchantin as a full-time member.,64,8.2,https://static.metacritic.com/images/products/music/0/bd5a55fda366bdecdbb803eacf42f063-98.jpg
Cheek to Cheek,Lady Gaga,"September 23, 2014","The jazz standards release from Tony Bennett and Lady Gaga followed their collaboration on a track off Bennett's 2011 album, Duets II.",64,6.3,https://static.metacritic.com/images/products/music/5/dd66cde93483c6938b81ff4465643991-98.jpg
Yell Fire!,Michael Franti & Spearhead,"July 25, 2006","Pink and Sly & Robbie guest on the latest Spearhead offering, which was produced by Michael Franti with Mario Caldato Jr. (Beastie Boys) and mixes reggae, hip-hop and R&B.",64,7.2,https://static.metacritic.com/images/products/music/5/0d571c3f54583cc98fc20ff439b6a0f1-98.jpg
